ANALYST,DATE,BROKER,RATING,RECOMMENDATION,TARGET_PRICE,BBTICKER,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME
Garnwood,2/28/2020,Shers,5,buy,770,STAN LN Equity,Financials,Banks
Aniarwal,2/27/2020,Moley,1,Underwt/Attractive,560,STAN LN Equity,Financials,Banks
Cla Kane,2/27/2020,Crsse,1,underperform,600,STAN LN Equity,Financials,Banks
Joserson,2/27/2020,Jeies,1,underperform,438,STAN LN Equity,Financials,Banks
EdwFirth,2/27/2020,Keods,1,underperform,615,STAN LN Equity,Financials,Banks
Petrdson,11/29/2019,Beerg,5,buy,800,STAN LN Equity,Financials,Banks
Tomayner,11/28/2019,Nuies,5,buy,785,STAN LN Equity,Financials,Banks
Fahunwar,11/22/2019,Reted,5,buy,-2.42E-14,STAN LN Equity,Financials,Banks
Gur Sahi,11/13/2019,Gochs,5,buy,795.63,STAN LN Equity,Financials,Banks
Jannertz,11/12/2019,InmbH,1,sell,680,STAN LN Equity,Financials,Banks
Rob Down,11/5/2019,HSSBC,2,reduce,590,STAN LN Equity,Financials,Banks
Antpagna,10/3/2019,ISEVA,1,sell,-2.42E-14,STAN LN Equity,Financials,Banks
Vic Wang,8/2/2019,CIICC,3,neutral,788.94,STAN LN Equity,Financials,Banks
Patk Lee,3/21/2019,Grder,1,underweight,620,STAN LN Equity,Financials,Banks
Teaerage,3/8/2019,MeSpA,1,underperform,602,STAN LN Equity,Financials,Banks
Shasaria,8/1/2018,Vaals,5,buy,1050,STAN LN Equity,Financials,Banks
San Chen,7/31/2018,CeLtd,5,buy,-2.42E-14,STAN LN Equity,Financials,Banks
Gae-Bray,3/9/2020,Deank,5,buy,200,SAND SS Equity,Industrials,Capital Goods
Klaelind,3/5/2020,Ciiti,5,buy,202,SAND SS Equity,Industrials,Capital Goods
Fregardh,3/5/2020,SEies,5,buy,215,SAND SS Equity,Industrials,Capital Goods
Andslund,3/5/2020,Paies,3,hold,205,SAND SS Equity,Industrials,Capital Goods
Fabgoule,3/5/2020,Alope,5,buy,197,SAND SS Equity,Industrials,Capital Goods
Magruber,3/4/2020,UBUBS,5,buy,216,SAND SS Equity,Industrials,Capital Goods
Danliffe,3/4/2020,Lirum,1,sell,116,SAND SS Equity,Industrials,Capital Goods
Anddborg,3/3/2020,ABier,5,buy,180,SAND SS Equity,Industrials,Capital Goods
RizMaidi,3/2/2020,Jeies,3,hold,182,SAND SS Equity,Industrials,Capital Goods
Jonunsey,3/2/2020,Exbas,5,outperform,200,SAND SS Equity,Industrials,Capital Goods
EdwPerry,2/28/2020,HSSBC,5,buy,200,SAND SS Equity,Industrials,Capital Goods
Joeungin,2/26/2020,Beerg,5,buy,220,SAND SS Equity,Industrials,Capital Goods
Denolina,2/25/2020,MoInc,1,sell,111,SAND SS Equity,Industrials,Capital Goods
MaxYates,2/5/2020,Crsse,5,outperform,200,SAND SS Equity,Industrials,Capital Goods
AndKoski,1/28/2020,Nodea,5,buy,210,SAND SS Equity,Industrials,Capital Goods
Alaeslie,1/23/2020,Soale,5,buy,230,SAND SS Equity,Industrials,Capital Goods
Johrgren,1/22/2020,Cagie,5,buy,225,SAND SS Equity,Industrials,Capital Goods
Hamellau,1/22/2020,Haken,5,buy,215,SAND SS Equity,Industrials,Capital Goods
Marmerud,1/22/2020,Keeux,5,buy,214,SAND SS Equity,Industrials,Capital Goods
Oloammar,1/22/2020,DNets,3,hold,185,SAND SS Equity,Industrials,Capital Goods
Larorson,1/22/2020,Baays,1,underweight,160,SAND SS Equity,Industrials,Capital Goods
BenUglow,1/21/2020,Moley,1,Underwt/Cautious,175,SAND SS Equity,Industrials,Capital Goods
Andilson,1/21/2020,J.gan,3,neutral,185,SAND SS Equity,Industrials,Capital Goods
Sebruter,1/21/2020,Reted,5,buy,-2.42E-14,SAND SS Equity,Industrials,Capital Goods
Johoberg,1/21/2020,Daank,5,buy,215,SAND SS Equity,Industrials,Capital Goods
Sebuenne,1/17/2020,RBets,3,sector perform,170,SAND SS Equity,Industrials,Capital Goods
JacBrien,1/13/2020,Gochs,5,buy,200,SAND SS Equity,Industrials,Capital Goods
Matamsay,3/8/2020,Cowen,5,outperform,31,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Anddiner,3/8/2020,Baays,5,overweight,32,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Achtania,3/5/2020,Crsse,5,outperform,31.5,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Amindani,3/5/2020,Ciiti,3,neutral,27.5,STM IM Equity,Information Technology,Semiconductors & Semiconductor
JanMenon,3/5/2020,Lirum,5,buy,35,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Hugoster,3/5/2020,Alope,5,buy,31.7,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Giatuzzo,3/4/2020,Innte,1,underperform,21.1,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Davlland,3/2/2020,UBUBS,3,neutral,24,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Giaacina,3/2/2020,EqSpA,3,hold,29,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Sebowicz,3/2/2020,Keeux,5,buy,30,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Romvarez,3/2/2020,Wited,NA,not rated,-2.42E-14,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Valtaldy,3/2/2020,DaDay,5,buy,33.3,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Freoboue,2/12/2020,Br Co,5,buy,29,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Jueagner,2/12/2020,Ma AG,5,buy,35,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Sanpande,1/28/2020,J.gan,5,overweight,30,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Aleeterc,1/27/2020,Soale,5,buy,31.7,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Brilello,1/24/2020,MoInc,3,hold,27,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Johaller,1/23/2020,Deank,5,buy,33,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Domewski,1/23/2020,Moley,5,Overwt/In-Line,30.5,STM IM Equity,Information Technology,Semiconductors & Semiconductor
AleDuval,1/23/2020,Gochs,3,neutral,25.5,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Andevita,1/23/2020,BaSN),3,neutral,26,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Joneimer,1/23/2020,Caity,5,buy,36.2,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Marpacis,1/6/2020,Jeies,3,hold,30,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Tamy Qiu,11/12/2019,Beerg,1,sell,10,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Antpagna,10/25/2019,ISEVA,3,hold,-2.42E-14,STM IM Equity,Information Technology,Semiconductors & Semiconductor
Henfield,3/6/2020,MoInc,5,buy,575,AV/ LN Equity,Financials,Insurance
Domahony,3/6/2020,Exbas,3,neutral,460,AV/ LN Equity,Financials,Insurance
Joncking,3/5/2020,Moley,3,Equalwt/In-Line,460,AV/ LN Equity,Financials,Insurance
Goritken,3/5/2020,RBets,5,top pick,560,AV/ LN Equity,Financials,Insurance
Abissain,3/5/2020,Crsse,5,outperform,490,AV/ LN Equity,Financials,Insurance
ColKelly,3/5/2020,UBUBS,5,buy,490,AV/ LN Equity,Financials,Insurance
Ashsaddi,3/5/2020,J.gan,3,neutral,498,AV/ LN Equity,Financials,Insurance
Phi Kett,3/5/2020,Jeies,5,buy,500,AV/ LN Equity,Financials,Insurance
Greerson,3/5/2020,Keods,3,market perform,440,AV/ LN Equity,Financials,Insurance
JamShuck,3/5/2020,Ciiti,3,neutral,433,AV/ LN Equity,Financials,Insurance
Barornes,3/5/2020,Pated,5,buy,512,AV/ LN Equity,Financials,Insurance
Claspari,3/5/2020,Baays,3,equalweight,461,AV/ LN Equity,Financials,Insurance
Baseifer,3/5/2020,Alope,5,buy,458,AV/ LN Equity,Financials,Insurance
Valtaldy,3/2/2020,DaDay,1,sell,292.12,AV/ LN Equity,Financials,Insurance
Fahngazi,2/14/2020,MeSpA,3,neutral,460.24,AV/ LN Equity,Financials,Insurance
OliSteel,2/12/2020,Deank,3,hold,460,AV/ LN Equity,Financials,Insurance
BenCohen,2/4/2020,Intec,4,add,400,AV/ LN Equity,Financials,Insurance
Steywood,1/22/2020,HSSBC,3,hold,475,AV/ LN Equity,Financials,Insurance
Paue'Ath,11/20/2019,Shers,3,hold,430,AV/ LN Equity,Financials,Insurance
Chaendit,8/22/2019,Reted,3,neutral,-2.42E-14,AV/ LN Equity,Financials,Insurance
Antpagna,8/13/2019,ISEVA,5,buy,-2.42E-14,AV/ LN Equity,Financials,Insurance
Johny Vo,7/8/2019,Gochs,5,buy,525,AV/ LN Equity,Financials,Insurance
Vikandhi,3/22/2019,Soale,3,hold,530,AV/ LN Equity,Financials,Insurance
Augenart,3/5/2020,Alope,2,reduce,28,VIE FP Equity,Utilities,Utilities
Emmurpin,3/3/2020,Soale,5,buy,28.5,VIE FP Equity,Utilities,Utilities
Teaerage,3/3/2020,Beerg,5,buy,24,VIE FP Equity,Utilities,Utilities
JamBrand,3/2/2020,Deank,1,sell,23.5,VIE FP Equity,Utilities,Utilities
Phiatian,3/2/2020,OdBHF,5,buy,32.8,VIE FP Equity,Utilities,Utilities
Xavgnard,3/2/2020,Br Co,5,buy,28,VIE FP Equity,Utilities,Utilities
Valtaldy,3/2/2020,DaDay,5,buy,33.18,VIE FP Equity,Utilities,Utilities
Olilaere,3/2/2020,Exbas,5,outperform,30,VIE FP Equity,Utilities,Utilities
Artitbon,2/28/2020,Moley,3,Equalwt/Attractive,20.7,VIE FP Equity,Utilities,Utilities
VinAyral,2/28/2020,J.gan,5,overweight,25.5,VIE FP Equity,Utilities,Utilities
Ahmarman,2/28/2020,Jeies,3,hold,20,VIE FP Equity,Utilities,Utilities
TanFulop,2/28/2020,MoInc,3,hold,26.7,VIE FP Equity,Utilities,Utilities
Wernmann,2/28/2020,DZ AG,5,buy,29,VIE FP Equity,Utilities,Utilities
Petmpton,2/28/2020,Baays,3,equalweight,23.5,VIE FP Equity,Utilities,Utilities
Anthessi,2/21/2020,Ciiti,5,buy,33.5,VIE FP Equity,Utilities,Utilities
Verchell,2/20/2020,HSSBC,5,buy,31,VIE FP Equity,Utilities,Utilities
JeaFarah,2/10/2020,MeSpA,3,neutral,25,VIE FP Equity,Utilities,Utilities
Casy Lea,2/7/2020,ISEVA,1,underweight,-2.42E-14,VIE FP Equity,Utilities,Utilities
AjaPatel,1/22/2020,Gochs,5,buy,27.2,VIE FP Equity,Utilities,Utilities
Juaiguez,1/21/2020,Keeux,5,buy,27.5,VIE FP Equity,Utilities,Utilities
EmmRetif,12/10/2019,Ma AG,NA,suspended coverage,-2.42E-14,VIE FP Equity,Utilities,Utilities
OswClint,3/9/2020,Beein,3,market perform,11,REP SM Equity,Energy,Energy
Luioledo,3/6/2020,BBBVA,5,outperform,14.7,REP SM Equity,Energy,Energy
All Good,3/6/2020,MoInc,5,buy,17.2,REP SM Equity,Energy,Energy
Kevin Vo,3/5/2020,Alope,5,buy,14.9,REP SM Equity,Energy,Energy
Mar Rats,3/4/2020,Moley,5,Overwt/In-Line,15.6,REP SM Equity,Energy,Energy
Alwhomas,3/4/2020,Exbas,5,outperform,14,REP SM Equity,Energy,Energy
Antpagna,3/4/2020,ISEVA,5,buy,-2.42E-14,REP SM Equity,Energy,Energy
Yuranych,2/28/2020,Deank,3,hold,13,REP SM Equity,Energy,Energy
Achtmann,2/26/2020,Laerg,5,buy,15,REP SM Equity,Energy,Energy
Ireimona,2/25/2020,Soale,5,buy,15.2,REP SM Equity,Energy,Energy
Javteban,2/25/2020,Baell,5,buy,18.4,REP SM Equity,Energy,Energy
Thodolff,2/24/2020,Crsse,5,outperform,20,REP SM Equity,Energy,Energy
Svemeier,2/24/2020,InmbH,3,hold,13.1,REP SM Equity,Energy,Energy
Ilkrimli,2/24/2020,Beerg,3,hold,16,REP SM Equity,Energy,Energy
Valtaldy,2/24/2020,DaDay,1,sell,11.12,REP SM Equity,Energy,Energy
Birtaria,2/21/2020,RBets,5,outperform,15.5,REP SM Equity,Energy,Energy
JonRigby,2/21/2020,UBUBS,5,buy,15.25,REP SM Equity,Energy,Energy
VicPerez,2/21/2020,GVSN),5,buy,19,REP SM Equity,Energy,Energy
AhmSalem,2/21/2020,OdBHF,2,reduce,14.5,REP SM Equity,Energy,Energy
Pabdrado,2/21/2020,Keeux,5,buy,17,REP SM Equity,Energy,Energy
Luiadron,2/21/2020,Ah SA,5,buy,17.4,REP SM Equity,Energy,Energy
Feruente,2/21/2020,"Al,S.",5,buy,15.98,REP SM Equity,Energy,Energy
MicVigna,2/20/2020,Gochs,5,buy,20,REP SM Equity,Energy,Energy
Matfting,2/20/2020,J.gan,5,overweight,17.5,REP SM Equity,Energy,Energy
Jasammel,2/20/2020,Jeies,3,hold,14.9,REP SM Equity,Energy,Energy
Ala Syme,2/20/2020,Ciiti,5,buy,18,REP SM Equity,Energy,Energy
Masisoli,2/20/2020,EqSpA,5,buy,15.5,REP SM Equity,Energy,Energy
Wernmann,2/20/2020,DZ AG,3,hold,13,REP SM Equity,Energy,Energy
Lydforth,2/20/2020,Baays,1,underweight,17,REP SM Equity,Energy,Energy
BruSilva,2/18/2020,CaBPI,5,buy,18,REP SM Equity,Energy,Energy
Kimstier,2/12/2020,HSSBC,5,buy,15.75,REP SM Equity,Energy,Energy
Jasenney,2/3/2020,Grder,5,buy,16.1,REP SM Equity,Energy,Energy
Alvvarro,1/31/2020,Miies,5,buy,18.4,REP SM Equity,Energy,Energy
AlePozzi,10/14/2019,MeSpA,3,neutral,17,REP SM Equity,Energy,Energy
Petr Low,9/5/2019,Reted,1,sell,-2.42E-14,REP SM Equity,Energy,Energy
Natuirre,6/24/2019,Rea 4,5,outperform,19.18,REP SM Equity,Energy,Energy
Artetski,3/6/2020,SEies,5,buy,44,NESTE FH Equity,Energy,Energy
Passanen,3/6/2020,Nodea,1,sell,34,NESTE FH Equity,Energy,Energy
Nictakis,3/6/2020,Exbas,5,outperform,44,NESTE FH Equity,Energy,Energy
Sasukuru,3/5/2020,Moley,5,Overwt/In-Line,42.1,NESTE FH Equity,Energy,Energy
Henricot,3/5/2020,UBUBS,3,neutral,40,NESTE FH Equity,Energy,Energy
Kevin Vo,3/5/2020,Alope,1,sell,29.5,NESTE FH Equity,Energy,Energy
Micsford,2/12/2020,Ciiti,5,buy,46,NESTE FH Equity,Energy,Energy
Matfting,2/11/2020,J.gan,3,neutral,34,NESTE FH Equity,Energy,Energy
Monjoria,2/10/2020,Soale,5,buy,39.5,NESTE FH Equity,Energy,Energy
Henkinen,2/10/2020,OPank,3,neutral,38,NESTE FH Equity,Energy,Energy
Geymedov,2/10/2020,Gochs,5,buy,45,NESTE FH Equity,Energy,Energy
Thodolff,2/10/2020,Crsse,3,neutral,35,NESTE FH Equity,Energy,Energy
Iirheman,2/10/2020,Cagie,5,buy,45,NESTE FH Equity,Energy,Energy
Pabdrado,2/10/2020,Keeux,5,buy,40,NESTE FH Equity,Energy,Energy
Antvuori,2/9/2020,Daank,5,buy,45,NESTE FH Equity,Energy,Energy
Petowski,2/9/2020,Inres,2,reduce,38,NESTE FH Equity,Energy,Energy
KarRinta,2/7/2020,Haken,3,hold,39,NESTE FH Equity,Energy,Energy
JosStone,2/7/2020,Baays,5,overweight,42,NESTE FH Equity,Energy,Energy
Petr Low,1/10/2020,Reted,5,buy,-2.42E-14,NESTE FH Equity,Energy,Energy
Birtaria,1/3/2020,RBets,5,outperform,38,NESTE FH Equity,Energy,Energy
Antpagna,10/4/2019,ISEVA,3,hold,-2.42E-14,NESTE FH Equity,Energy,Energy
Yuranych,5/2/2019,Deank,5,buy,32.5,NESTE FH Equity,Energy,Energy
KazAndac,3/6/2020,Deank,NA,not rated,-2.42E-14,PGHN SW Equity,Financials,Diversified Financials
Rob Luca,3/6/2020,Gochs,3,neutral,920,PGHN SW Equity,Financials,Diversified Financials
Arniblat,2/25/2020,Exbas,5,outperform,1000,PGHN SW Equity,Financials,Diversified Financials
Timawson,2/24/2020,Bavea,4,add,1058,PGHN SW Equity,Financials,Diversified Financials
Bruilton,2/18/2020,Moley,5,Overwt/In-Line,1036,PGHN SW Equity,Financials,Diversified Financials
FilPrini,2/4/2020,Keeux,5,buy,1100,PGHN SW Equity,Financials,Diversified Financials
Annisold,2/1/2020,Oc AG,5,buy,985,PGHN SW Equity,Financials,Diversified Financials
TomMills,1/31/2020,Jeies,5,buy,1050,PGHN SW Equity,Financials,Diversified Financials
Tomevers,1/29/2020,StLTD,1,sell,530,PGHN SW Equity,Financials,Diversified Financials
And Brun,1/24/2020,Crsse,5,outperform,1000,PGHN SW Equity,Financials,Diversified Financials
Jennberg,1/24/2020,Ciiti,5,buy,1079.7,PGHN SW Equity,Financials,Diversified Financials
GurKambo,1/22/2020,J.gan,5,overweight,1015,PGHN SW Equity,Financials,Diversified Financials
Chrurner,1/22/2020,Beerg,1,sell,607,PGHN SW Equity,Financials,Diversified Financials
Andditti,1/17/2020,Ba AG,5,buy,1010,PGHN SW Equity,Financials,Diversified Financials
MatNemes,1/16/2020,UBUBS,3,neutral,804,PGHN SW Equity,Financials,Diversified Financials
Iresetto,1/16/2020,Ma AG,5,buy,1020,PGHN SW Equity,Financials,Diversified Financials
Antpagna,10/4/2019,ISEVA,5,overweight,-2.42E-14,PGHN SW Equity,Financials,Diversified Financials
JoaMatha,1/17/2017,Bavue,5,buy,535,PGHN SW Equity,Financials,Diversified Financials
Micriest,3/8/2020,UBUBS,5,buy,136,CAP FP Equity,Information Technology,Software & Services
Chaennan,3/5/2020,Crsse,5,outperform,130,CAP FP Equity,Information Technology,Software & Services
Valtaldy,3/2/2020,DaDay,3,hold,-2.42E-14,CAP FP Equity,Information Technology,Software & Services
Heloumes,2/28/2020,Alope,5,buy,127,CAP FP Equity,Information Technology,Software & Services
Brilello,2/26/2020,MoInc,3,hold,100,CAP FP Equity,Information Technology,Software & Services
Stallard,2/24/2020,J.gan,NA,Rating Suspended,-2.42E-14,CAP FP Equity,Information Technology,Software & Services
NicDavid,2/24/2020,OdBHF,3,neutral,124,CAP FP Equity,Information Technology,Software & Services
Mohwalla,2/20/2020,Gochs,5,buy,146,CAP FP Equity,Information Technology,Software & Services
Tejnkiya,2/19/2020,Beerg,5,buy,140,CAP FP Equity,Information Technology,Software & Services
Gremirez,2/19/2020,Br Co,5,buy,135,CAP FP Equity,Information Technology,Software & Services
Steinski,2/18/2020,Exbas,5,outperform,135,CAP FP Equity,Information Technology,Software & Services
Ingrmann,2/17/2020,DZ AG,5,buy,128,CAP FP Equity,Information Technology,Software & Services
LauDaure,2/14/2020,Keeux,5,buy,125,CAP FP Equity,Information Technology,Software & Services
NeiSteer,2/14/2020,Reted,5,buy,-2.42E-14,CAP FP Equity,Information Technology,Software & Services
Jamodman,2/14/2020,Baays,3,equalweight,110,CAP FP Equity,Information Technology,Software & Services
Matniere,2/14/2020,In SA,3,neutral,109,CAP FP Equity,Information Technology,Software & Services
Ricguyen,2/13/2020,Soale,5,buy,125,CAP FP Equity,Information Technology,Software & Services
Ale Tout,2/13/2020,Deank,5,buy,135,CAP FP Equity,Information Technology,Software & Services
Ada Wood,2/13/2020,Moley,NA,restricted,-2.42E-14,CAP FP Equity,Information Technology,Software & Services
AlePlaud,2/13/2020,CIons,4,accumulate,110,CAP FP Equity,Information Technology,Software & Services
Charaman,2/13/2020,Ma AG,5,buy,120,CAP FP Equity,Information Technology,Software & Services
Antaudry,1/28/2020,HSSBC,5,buy,130,CAP FP Equity,Information Technology,Software & Services
Antpagna,9/14/2019,ISEVA,5,buy,-2.42E-14,CAP FP Equity,Information Technology,Software & Services
Amindani,7/30/2019,Ciiti,NA,withheld,-2.42E-14,CAP FP Equity,Information Technology,Software & Services
Henstsen,3/6/2020,Jyank,5,buy,90,FME GR Equity,Health Care,Health Care Equipment & Servic
VolBraun,3/6/2020,Bampe,5,buy,80,FME GR Equity,Health Care,Health Care Equipment & Servic
TomJones,3/6/2020,Beerg,5,buy,89.7,FME GR Equity,Health Care,Health Care Equipment & Servic
Marchnee,3/5/2020,Alope,4,add,85.7,FME GR Equity,Health Care,Health Care Equipment & Servic
Julrback,3/4/2020,MoInc,3,hold,74,FME GR Equity,Health Care,Health Care Equipment & Servic
Timchner,3/2/2020,Laerg,5,buy,78,FME GR Equity,Health Care,Health Care Equipment & Servic
Valtaldy,3/2/2020,DaDay,1,sell,54.61,FME GR Equity,Health Care,Health Care Equipment & Servic
Davngton,2/27/2020,J.gan,5,overweight,90.8,FME GR Equity,Health Care,Health Care Equipment & Servic
Sveerten,2/25/2020,DZ AG,5,buy,89,FME GR Equity,Health Care,Health Care Equipment & Servic
Sebalker,2/24/2020,UBUBS,5,buy,95,FME GR Equity,Health Care,Health Care Equipment & Servic
Tobchalt,2/24/2020,InmbH,3,hold,78,FME GR Equity,Health Care,Health Care Equipment & Servic
Olitzger,2/20/2020,Coank,5,buy,89,FME GR Equity,Health Care,Health Care Equipment & Servic
Falrichs,2/20/2020,Deank,5,buy,100,FME GR Equity,Health Care,Health Care Equipment & Servic
Chretler,2/20/2020,Crsse,3,neutral,81,FME GR Equity,Health Care,Health Care Equipment & Servic
Jammpest,2/20/2020,Jeies,5,buy,80,FME GR Equity,Health Care,Health Care Equipment & Servic
Ulruwald,2/20/2020,M.rch,3,hold,82.5,FME GR Equity,Health Care,Health Care Equipment & Servic
Danrigat,2/20/2020,Ma AG,5,buy,84,FME GR Equity,Health Care,Health Care Equipment & Servic
Hasakeel,2/20/2020,Baays,5,overweight,84,FME GR Equity,Health Care,Health Care Equipment & Servic
Micgling,2/19/2020,Moley,1,Underwt/Cautious,61,FME GR Equity,Health Care,Health Care Equipment & Servic
Olinberg,2/10/2020,Keeux,3,hold,70,FME GR Equity,Health Care,Health Care Equipment & Servic
LisClive,1/28/2020,Beein,3,market perform,73,FME GR Equity,Health Care,Health Care Equipment & Servic
JusSmith,12/18/2019,Soale,3,hold,70,FME GR Equity,Health Care,Health Care Equipment & Servic
Julrmois,11/25/2019,Exbas,3,neutral,75,FME GR Equity,Health Care,Health Care Equipment & Servic
Casy Lea,11/19/2019,ISEVA,3,hold,-2.42E-14,FME GR Equity,Health Care,Health Care Equipment & Servic
Ric Latz,11/18/2019,HSSBC,5,buy,78,FME GR Equity,Health Care,Health Care Equipment & Servic
Verajova,11/5/2019,Gochs,5,buy,80,FME GR Equity,Health Care,Health Care Equipment & Servic
Hugolvet,10/29/2019,Br Co,5,buy,78,FME GR Equity,Health Care,Health Care Equipment & Servic
Ed y-Day,10/23/2019,Reted,3,neutral,-2.42E-14,FME GR Equity,Health Care,Health Care Equipment & Servic
Holchner,8/1/2019,No/LB,5,buy,82,FME GR Equity,Health Care,Health Care Equipment & Servic
Marnther,5/10/2016,Hasse,3,neutral,50.1,FME GR Equity,Health Care,Health Care Equipment & Servic
Cha Webb,3/6/2020,Moley,5,Overwt/In-Line,105,AKZA NA Equity,Materials,Materials
Mutdogan,3/6/2020,AB.V.,3,hold,91,AKZA NA Equity,Materials,Materials
Marchnee,3/5/2020,Alope,2,reduce,77.1,AKZA NA Equity,Materials,Materials
MarEvans,3/4/2020,HSSBC,3,hold,84,AKZA NA Equity,Materials,Materials
Valtaldy,2/24/2020,DaDay,5,buy,100.74,AKZA NA Equity,Materials,Materials
Antnning,2/21/2020,Beerg,1,sell,75,AKZA NA Equity,Materials,Materials
GeoHaire,2/19/2020,UBUBS,5,buy,98,AKZA NA Equity,Materials,Materials
LauFavre,2/19/2020,Exbas,5,outperform,100,AKZA NA Equity,Materials,Materials
Mubudhry,2/17/2020,Ciiti,1,sell,70,AKZA NA Equity,Materials,Materials
Natruyne,2/17/2020,Bacam,3,hold,88,AKZA NA Equity,Materials,Materials
Chrnihan,2/14/2020,Crsse,5,outperform,94,AKZA NA Equity,Materials,Materials
Chedeshi,2/14/2020,J.gan,3,neutral,85,AKZA NA Equity,Materials,Materials
Gunhmann,2/14/2020,Beein,5,outperform,105,AKZA NA Equity,Materials,Materials
WimHoste,2/14/2020,KBies,3,hold,85,AKZA NA Equity,Materials,Materials
TonJones,2/14/2020,Reted,5,buy,-2.42E-14,AKZA NA Equity,Materials,Materials
FabSemon,2/13/2020,Coank,2,reduce,76,AKZA NA Equity,Materials,Materials
TimJones,2/13/2020,Deank,5,buy,102,AKZA NA Equity,Materials,Materials
Stiester,2/13/2020,INank,3,hold,80,AKZA NA Equity,Materials,Materials
MarMayer,2/12/2020,Bavea,4,add,92,AKZA NA Equity,Materials,Materials
ChrFaitz,2/12/2020,Keeux,2,reduce,70,AKZA NA Equity,Materials,Materials
